,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,meanResiduals,n_variables_used,rmsle,title_subjectivity^3,variables_used
0,777.2608345056468,0.0,0.0,0.0,1217.0221726997315,0.0,0.0,26.27440394347279,0.0,40.770953655875935,37.6686753915102,0.0,-73.89695041042596,0.0,-744.896691159526,-651.7100502581987,0.0,0.0,-771.8633056855718,0.0,0.0,0.0,0.0,0.0,-0.0017436368306725284,-0.2205964947982845,0.0,0.8136925848283472,0.0,0.0,0.038149374484150594,0.0,-411.9582385513082,-191.0596277799087,-303.09094557675405,0.0,0.0,0.0,620.0338643025261,0.0,-735.176168121716,0.0,-166.86032467202506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.1113141078768,0.0,0.0,0.0,0.0,0.09123459708886783,,2012.685455328358,,0.09610258804675552,3665.5106979882516,,,,,469.71773403783163,0.2715549686404947,-4879.433085015695,3.82718194079998e-10,-3.033947248126348e-08,22.0,0.9068633451166287,438.49267049556346,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;max_negative_polarity;avg_negative_polarity^3;title_subjectivity^3;abs_title_subjectivity^3
