,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,i1,i2,i3,i4,i5,i6,i7,meanResiduals,n_variables_used,rmsle,title_subjectivity^3,variables_used
0,1615.9050692254486,0.0,0.0,0.0,1114.870000113754,0.0,0.0,25.09132395518861,0.0,40.093573928161135,34.438555475720015,0.0,-72.17895003036504,0.0,-883.4376116512188,-639.9237998900462,0.0,0.0,-771.5264142543675,0.0,0.0,0.0,0.0,0.0,-0.004973370047602041,0.004525296025060575,0.0,0.4860002055272495,0.0,0.0,0.03872044569974006,0.0,-399.3828743291293,-205.0659720199237,-303.1597487795798,0.0,0.0,0.0,661.1258076699036,0.0,-1245.4390831068092,0.0,-282.5879655922934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.06594171720906,0.0,0.0,0.0,0.0,0.09149259688188394,,2006.6593536792545,,0.09790767228739294,3662.5067021322698,,,,,241.1982482604372,0.27318732580829874,-5929.861964383913,3.837867759572726e-08,827.8724606460268,-4.97835982619631e-07,1.2785382819788683e-06,-2.4621517199165958e-05,0.022368507278344683,753.0449321860892,-3628.2989037271873,-7.272934952140886e-06,29.0,0.90500715539122,60.65836432368661,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;max_negative_polarity;avg_negative_polarity^3;title_subjectivity^3;abs_title_subjectivity^3;i1;i2;i3;i4;i5;i6;i7
