,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse
0,1825.7794076230696,,,,,,,,,,,,,,,-756.8887487675502,,,,,,,,,,,0.1286577002303716,,,,,,,,,,,,7.931406161990509,,,,2386.9471031034846,,,,,,,,,,,,,,444.3158604155659,,,,0.03823096644319324,2.5428713132067236e-08,3013.3496023137404,76371782.36593243,0.043044625269804015,8739.095054176516
1,1926.2576278952224,,,,,,,,,,,,,,,1398.530696175726,,,,,,,,,,,0.06363454528709243,,,,,,,,,,,,1554.0461599003154,,,,2459.199338328575,,,,,,,,,,,,,,992.8327298696078,,,,0.010434274770333207,0.008650103562386298,3185.1275253354142,63199464.42775653,0.015387056177889158,7949.809081214248
2,1046.7036603955717,,,,,,,,,,,,,,,462.3334944835119,,,,,,,,,,,0.21765501127623327,,,,,,,,,,,,1353.9963207629448,,,,756.597931716553,,,,,,,,,,,,,,2896.905005108496,,,,0.03634168920308989,6.326639397549177e-08,3182.1614567277547,64793015.886173874,0.04116480387174315,8049.41090305209
3,1421.4455273178917,,,,,,,,,,,,,,,-468.1705523075608,,,,,,,,,,,0.2648108229363864,,,,,,,,,,,,135.05100536499248,,,,4649.792366808877,,,,,,,,,,,,,,-247.98220237338967,,,,0.03892557801994967,1.8167198917528135e-08,3255.773647962528,54996320.29493828,0.04373576031214221,7415.950397281408
4,1368.9381043321143,,,,,,,,,,,,,,,-62.097436726046624,,,,,,,,,,,0.15150645827879392,,,,,,,,,,,,-408.88192850254313,,,,2632.2503110404173,,,,,,,,,,,,,,2396.3179811368736,,,,0.02689283296959144,5.5910470321124104e-06,3102.123316174806,63263641.0975992,0.031763239210985006,7953.844422516649
5,1138.8709115279908,,,,,,,,,,,,,,,1090.9850608769686,,,,,,,,,,,0.17511391704858315,,,,,,,,,,,,1976.304191702511,,,,3674.1317874036117,,,,,,,,,,,,,,1549.653058730498,,,,0.03230419224361025,4.3658799905238816e-07,3275.571729975701,60949325.7683143,0.03714751460475341,7807.004916631877
6,2539.4345570267033,,,,,,,,,,,,,,,-682.0722342196575,,,,,,,,,,,0.044741792055662526,,,,,,,,,,,,949.858061987183,,,,2120.5434051523926,,,,,,,,,,,,,,472.2389602126612,,,,0.015269926700101077,0.0010912964815702436,3126.137960857603,71922546.41210279,0.02019850564554615,8480.71614971889
7,2108.4445191741406,,,,,,,,,,,,,,,-52.38105269403354,,,,,,,,,,,0.1870069162305355,,,,,,,,,,,,449.1974984988029,,,,1097.7043001610275,,,,,,,,,,,,,,1091.085396768386,,,,0.004905609869192862,0.0783972939026571,3203.787835622209,50032498.10861036,0.009886062272250085,7073.365401886881
8,780.9672648679592,,,,,,,,,,,,,,,-1074.8581422152588,,,,,,,,,,,0.4256116348968918,,,,,,,,,,,,499.236351351567,,,,169.08797317812093,,,,,,,,,,,,,,923.2171775829795,,,,0.06537368820274847,3.403927399041647e-14,3085.2293337032274,68993968.56344995,0.07005149757110318,8306.260805166783
9,2309.3048992238982,,,,,,,,,,,,,,,-1171.967803854424,,,,,,,,,,,0.10864376459027941,,,,,,,,,,,,867.2371111966359,,,,878.2333870002467,,,,,,,,,,,,,,936.1694150432277,,,,0.012011940521864273,0.004452200604110752,3068.8678499397356,68427616.53627557,0.016956825704437573,8272.098677861355
10,1507.6393726319639,,,,,,,,,,,,,,,333.5374044495469,,,,,,,,,,,0.09172069039312138,,,,,,,,,,,,2281.0077211306543,,,,3300.7856537649077,,,,,,,,,,,,,,1306.6853923407,,,,0.018312363594428227,0.00028378428274116656,3142.7014478812907,59679917.788961686,0.023225715127989766,7725.277845421593
11,1806.526800836796,,,,,,,,,,,,,,,-751.2149830086478,,,,,,,,,,,0.09060271614640464,,,,,,,,,,,,755.4435230565566,,,,2808.966167522529,,,,,,,,,,,,,,299.01609892293203,,,,0.04254447299868758,3.1211466160465378e-09,2949.988784147151,75065036.06695636,0.04733654270339893,8664.008083269335
12,1461.8291801898552,,,,,,,,,,,,,,,-64.97425052381476,,,,,,,,,,,0.29842362026382824,,,,,,,,,,,,248.32303700976618,,,,979.4841629394273,,,,,,,,,,,,,,533.842750831521,,,,0.022407121970028476,4.4466041725131065e-05,3176.6130598347854,68778682.93183312,0.027299979217425774,8293.291441390029
13,1341.0918099792586,,,,,,,,,,,,,,,-21.678442692406577,,,,,,,,,,,0.16655015498973527,,,,,,,,,,,,765.3734985679398,,,,1328.4309536267451,,,,,,,,,,,,,,1475.2331513554182,,,,0.044153866341794634,1.4189996712357108e-09,3008.6846502138956,74512869.34040277,0.048937881024768703,8632.08371949686
14,1356.8065973381276,,,,,,,,,,,,,,,1550.9650717225481,,,,,,,,,,,0.09209064097471982,,,,,,,,,,,,2102.0585579509284,,,,1424.7848941006985,,,,,,,,,,,,,,2245.612578340628,,,,0.024084537460588362,2.0575510711589608e-05,3149.8552903936006,66768647.26361862,0.028968999235060022,8171.208433494927
15,2415.3063450019054,,,,,,,,,,,,,,,-279.5513716235723,,,,,,,,,,,0.06553348258461579,,,,,,,,,,,,288.55352091076816,,,,2819.602600895576,,,,,,,,,,,,,,519.3158577462772,,,,0.006260450082629987,0.04669974846311174,3122.219549984282,58903607.68693346,0.011234121503637895,7674.8685778281215
16,2135.753596663161,,,,,,,,,,,,,,,-1018.9181303346464,,,,,,,,,,,0.16420999156882307,,,,,,,,,,,,557.1277476919606,,,,4822.947947216344,,,,,,,,,,,,,,-1609.7139253547723,,,,0.03292574484109223,3.247770610323809e-07,3190.710685038254,57145916.33616214,0.037765956328374095,7559.491804093854
17,1233.833035071775,,,,,,,,,,,,,,,406.05154433069754,,,,,,,,,,,0.13397681064677505,,,,,,,,,,,,1885.8788457527355,,,,2397.3914944621406,,,,,,,,,,,,,,1948.7294928907759,,,,0.02887578287407455,2.208684917405788e-06,3094.785433240164,65898154.50728584,0.033736264441271424,8117.767827875212
18,2151.935291167536,,,,,,,,,,,,,,,529.152066922928,,,,,,,,,,,0.07567311901720028,,,,,,,,,,,,501.92977755412164,,,,3512.287706844123,,,,,,,,,,,,,,631.2206590588937,,,,0.01371267266634879,0.002148304889766916,3235.335694555848,63367776.99329114,0.018649045676026765,7960.387992635229
19,1170.7055064315387,,,,,,,,,,,,,,,28.427213223554816,,,,,,,,,,,0.16002508835849738,,,,,,,,,,,,1237.5222749142324,,,,3125.439723840517,,,,,,,,,,,,,,2345.6012350873307,,,,0.03417455905578426,1.789341037221275e-07,3165.362806368975,65865449.103361316,0.03900852022167134,8115.753144555428
20,1640.5581380017372,,,,,,,,,,,,,,,-250.435350925936,,,,,,,,,,,0.1762068095227599,,,,,,,,,,,,409.9180684157022,,,,2081.1141671947516,,,,,,,,,,,,,,-41.8028675392228,,,,0.02968477431963923,1.509159412788263e-06,2997.1537403203724,74482468.01516172,0.03454120688060203,8630.322590445952
21,2044.267673664514,,,,,,,,,,,,,,,-415.42749465951687,,,,,,,,,,,0.10838275375455518,,,,,,,,,,,,202.5770905085335,,,,2339.414933006096,,,,,,,,,,,,,,344.645434855365,,,,0.01998537510947318,0.00013375861720659675,3033.988564405459,70780337.50402004,0.024890353212028482,8413.105104776716
22,1471.6054262395294,,,,,,,,,,,,,,,785.875129687825,,,,,,,,,,,0.13372999632201094,,,,,,,,,,,,1860.5757459135727,,,,1786.7466529852015,,,,,,,,,,,,,,987.1780916216728,,,,0.028990643878169853,2.092566196239807e-06,3079.9937330932985,71250346.62803528,0.033850550565466375,8440.992040514864
23,543.1956319102555,,,,,,,,,,,,,,,1786.751580406267,,,,,,,,,,,0.3290589091686038,,,,,,,,,,,,1751.605634395839,,,,2078.7683408472462,,,,,,,,,,,,,,1133.8794620492772,,,,0.04671604203498314,4.021725004680222e-10,3245.4752440427924,59757525.81313631,0.05148723301578917,7730.299205925752
24,2422.4616290771164,,,,,,,,,,,,,,,-193.24797581960496,,,,,,,,,,,0.06319359550577489,,,,,,,,,,,,1024.8225142530077,,,,2056.599832931975,,,,,,,,,,,,,,26.887523059673754,,,,0.01091305675089449,0.007080331250669311,3072.1024639228126,70396440.3025307,0.015863441852241422,8390.258655281774
25,2304.2962225997744,,,,,,,,,,,,,,,-1203.4718699896341,,,,,,,,,,,0.07082791537758208,,,,,,,,,,,,1573.3490556800334,,,,3898.926011566138,,,,,,,,,,,,,,144.77790461932864,,,,0.019535477270206436,0.00016386476176130277,3188.0024500011173,56253272.21915689,0.024442707113699003,7500.2181447713165
26,2615.0146275014476,,,,,,,,,,,,,,,-1021.1622382899865,,,,,,,,,,,0.028048819528223596,,,,,,,,,,,,-273.44971710582274,,,,2791.3340149690353,,,,,,,,,,,,,,82.32613653764702,,,,0.01855614128933858,0.0002544454562399778,3075.829572307273,72796243.7552666,0.02346827271431695,8532.071480904659
27,1251.1138992750948,,,,,,,,,,,,,,,215.4236326670298,,,,,,,,,,,0.22368128838328522,,,,,,,,,,,,1630.2769002949403,,,,421.0117037854104,,,,,,,,,,,,,,1137.3462204222672,,,,0.014820586953621318,0.001328056992373022,3052.750824710153,67128687.39845511,0.019751414846746473,8193.209834884929
28,1464.9406706352484,,,,,,,,,,,,,,,1050.4378979529886,,,,,,,,,,,0.12647072119372452,,,,,,,,,,,,1681.9794054863112,,,,2483.5463508076487,,,,,,,,,,,,,,1535.5372161251428,,,,0.027406399828856842,4.398605902330132e-06,3182.913136550039,65752635.76443111,0.03227423566554932,8108.799896682068
29,1922.2466474735509,,,,,,,,,,,,,,,-1132.257828335769,,,,,,,,,,,0.19110160305812518,,,,,,,,,,,,293.72652571036497,,,,1542.0416341021087,,,,,,,,,,,,,,996.5362380112792,,,,0.02713981616113592,4.982162082604391e-06,3108.7139600750593,63773643.81665932,0.03200898625041959,7985.84020730814
