,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse
0,2110.8335799003635,,,,,,,,,26.431685162432732,,,,,,,,,-404.7954850719493,,,,,,,,0.1291456784043857,,,,,,,,,,,,534.1395323514739,,,,,,,,,,,,,,,,,,2026.2988126052699,,,,0.009260703581651653,0.014057108470064092,3124.3396820936464,62807676.0563932,0.014219358718880692,7925.129403132368
1,1926.1357259076203,,,,,,,,,81.73185075278724,,,,,,,,,-514.610946246554,,,,,,,,0.16731432355399803,,,,,,,,,,,,45.61692181769948,,,,,,,,,,,,,,,,,,-9.122112106663053,,,,0.03252734926924106,3.926175551455445e-07,2980.926627153068,72540100.98673627,0.037369554728354015,8517.047668455089
2,2220.689627908243,,,,,,,,,26.474189126784424,,,,,,,,,-1091.9419055834255,,,,,,,,0.17394675609764582,,,,,,,,,,,,492.19490616065895,,,,,,,,,,,,,,,,,,21.15750192526241,,,,0.038150981691788544,2.643160683166125e-08,2960.9468626618213,71535690.08140358,0.04296504084248043,8457.877398106666
3,1952.5645497298015,,,,,,,,,50.46769158402594,,,,,,,,,-783.0996606911873,,,,,,,,0.2170875319384018,,,,,,,,,,,,860.9300997306925,,,,,,,,,,,,,,,,,,757.528418051078,,,,0.033453182623900846,2.52557916842737e-07,3154.5823143740317,67662043.12669402,0.03829075428244,8225.694081759546
4,1907.3547494982568,,,,,,,,,64.35898057315238,,,,,,,,,-448.0808921624665,,,,,,,,0.13498779322854637,,,,,,,,,,,,1695.118727033439,,,,,,,,,,,,,,,,,,1658.8167320555606,,,,0.012375454370916139,0.0038140357790044676,3152.550655490591,54286878.84605829,0.017318520164855578,7367.963005204239
5,1475.6817911173857,,,,,,,,,42.88043365018464,,,,,,,,,-261.5417303589663,,,,,,,,0.23436258956145747,,,,,,,,,,,,1099.6958679824957,,,,,,,,,,,,,,,,,,39.80251427529567,,,,0.06381986186338717,7.523206060788433e-14,2997.0961754890936,73148655.3893454,0.06850544814034731,8552.698719664186
6,2342.3420427075,,,,,,,,,13.596925532944159,,,,,,,,,-711.8793256844767,,,,,,,,0.1495239483023819,,,,,,,,,,,,264.5015123742147,,,,,,,,,,,,,,,,,,621.419482867228,,,,0.010835643021555486,0.007313919265236139,3064.9909311026745,67706879.55130264,0.015786415579005286,8228.419018942985
7,2392.0806472623576,,,,,,,,,27.73481991163759,,,,,,,,,-911.6116151163312,,,,,,,,0.2674719440362881,,,,,,,,,,,,-5.833350048337763,,,,,,,,,,,,,,,,,,-1697.5379490771693,,,,0.02774378791312082,3.756330445403746e-06,3098.831557945726,62787077.30730908,0.032609935120762934,7923.829712159965
8,1464.7473580520946,,,,,,,,,89.4638883839153,,,,,,,,,-1187.8692503185848,,,,,,,,0.21150484876979597,,,,,,,,,,,,994.8754401335035,,,,,,,,,,,,,,,,,,1416.7841455500616,,,,0.037363252440233086,3.8670582109973684e-08,3104.714302065426,70545546.2281827,0.04218125417977159,8399.139612375942
9,1814.6721660144908,,,,,,,,,55.71584123951874,,,,,,,,,-544.3742400369512,,,,,,,,0.11467047534074468,,,,,,,,,,,,973.6956572342483,,,,,,,,,,,,,,,,,,2125.1655372067203,,,,0.01729094552754773,0.0004474649589867732,3094.4641121778013,66583913.82211062,0.02220940926364623,8159.896679622275
10,2312.6026983055945,,,,,,,,,-28.551823453825968,,,,,,,,,-968.113275469858,,,,,,,,0.27514529312444336,,,,,,,,,,,,785.8136769462701,,,,,,,,,,,,,,,,,,-134.58900702660026,,,,0.01281447114573353,0.003161560535372322,3174.410023424817,60328524.43487285,0.01775533965851772,7767.143904606947
11,1274.613771052123,,,,,,,,,65.67859691237409,,,,,,,,,-754.0341964320294,,,,,,,,0.26593142539447207,,,,,,,,,,,,695.1949034131978,,,,,,,,,,,,,,,,,,178.4415535791511,,,,0.06742730782701345,1.1895968048213487e-14,2987.533998101454,76773899.40484817,0.07209483881887035,8762.071638879026
12,2436.1663221226113,,,,,,,,,15.05192152346062,,,,,,,,,-1824.0858577356787,,,,,,,,0.13318020343161313,,,,,,,,,,,,1359.6304194551371,,,,,,,,,,,,,,,,,,1111.4590256178242,,,,0.016819458227169348,0.0005515612728063106,3051.9667932256043,64965246.955508575,0.021740281759565994,8060.1021678083325
13,1874.9088485989544,,,,,,,,,-19.509979558748558,,,,,,,,,-156.77892149143065,,,,,,,,0.2158119731600353,,,,,,,,,,,,1290.8910241908811,,,,,,,,,,,,,,,,,,1387.1363373868157,,,,0.009769744655000911,0.011398429533498244,3151.473101913858,60517173.76778473,0.014725852039110143,7779.278486324084
