,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,autocorrelation,heteroscedasticity,i1,i2,i3,i4,i5,i6,i7,i8,i9,ln(self_reference_avg_sharess + 1),meanResiduals,n_variables_used,rmsle,variables_used
0,1775.835383441299,0.0,0.0,0.0,1554.4543492692296,0.0,0.0,28.32968983875066,0.0,44.26338391978012,31.853243325416308,0.0,-29.429127149208202,0.0,-1001.032948611338,-801.2233756649,0.0,0.0,-996.9287297617615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.84382580572645,-188.759942813626,-271.3570896293639,0.0,0.0,0.0,643.5101976976663,0.0,-1066.690009293372,0.0,-1284.3298336454236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-988.449358551334,0.0,2599.2637032637394,-367.27426483032076,0.0,-310.42542285193986,0.0,0.07495302449042252,,2042.2900067514702,,0.08058394106888347,3696.458342750551,,,,,0.2581359419514927,8.59780177387659e-09,858.2760963179445,-1.8186594534560788e-06,7.887455414415221e-07,0.00011882185656497438,0.42030259963781,1638.848551607774,3252.7557400724118,0.0,0.0,0.0,6.245608673990418e-06,25.0,0.9229297243066596,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;avg_negative_polarity;max_negative_polarity;title_subjectivity;abs_title_subjectivity;i1;i2;i3;i4;i5;i6;i7
