,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,i1,i2,i3,i4,i5,i6,i7,meanResiduals,n_variables_used,rmsle,title_subjectivity^3,variables_used
0,1799.9903874218503,0.0,0.0,0.0,1207.3781340748544,0.0,0.0,18.916727443647954,0.0,46.56218730433197,32.3055997962479,0.0,-77.0819517300404,0.0,-805.7853388076387,-675.0151469412741,0.0,0.0,-801.7703289080234,0.0,0.0,0.0,0.0,0.0,-0.005019513326164283,-0.0024428340474064005,0.0,0.49143179489029104,0.0,0.0,0.041632087497936676,0.0,-354.07610041372607,-223.42310739048108,-332.86103251133284,0.0,0.0,0.0,574.3583765466562,0.0,-1477.128743329011,0.0,-1093.7962908678528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.680947963117,0.0,0.0,0.0,0.0,0.09493583702068453,,2014.2405142723517,,0.10132659931101817,3664.2032318179445,,,,,-1.7176546471999927,0.27442607776144073,-4921.160402211521,4.68494425860229e-11,877.4975034848151,-5.723746411756048e-07,1.3003090295226182e-06,-2.6614404926376653e-05,0.19676277772187062,1013.2269100968624,-1399.818002911985,2.2491666735779453e-05,29.0,0.9080001505723546,-162.2775904338077,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;max_negative_polarity;avg_negative_polarity^3;title_subjectivity^3;abs_title_subjectivity^3;i1;i2;i3;i4;i5;i6;i7
