,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,autocorrelation,heteroscedasticity,meanResiduals,n_variables_used,rmsle,variables_used
0,329.69470883340387,0.0,0.0,0.0,1416.1348688784988,0.0,0.0,25.909618358744716,0.0,41.53839962688417,35.41031365329731,0.0,-74.76082541886672,0.0,-762.3908318074605,-656.8648559104295,0.0,0.0,-773.3063540542129,0.0,0.0,0.0,0.0,0.0,-0.001752668839104466,-0.21895017726052027,0.0,0.81194970676127,0.0,0.0,0.03912179458755165,0.0,-403.23486875109097,-192.61456746622892,-296.02371109622476,0.0,0.0,0.0,620.381590205609,0.0,-733.619460890851,0.0,-151.8019358505766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1188.6249044192014,0.0,1527.088813950861,325.35776489272786,0.0,455.48034040802827,139.54429794607185,0.09054784110334047,,2012.563187844139,,0.09564095034478758,3666.8862559877243,,,,,0.26482729789133946,8.18194221817973e-10,-3.034783199046102e-08,23.0,0.9069165135635499,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;avg_negative_polarity;max_negative_polarity;title_subjectivity;abs_title_subjectivity;abs_title_sentiment_polarity
