,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,meanResiduals,n_variables_used,norm(kw_avg_avg),norm(kw_avg_max),norm(kw_min_avg),rmsle,title_subjectivity^3,variables_used
0,784.7549679840274,0.0,0.0,0.0,1536.2291777214537,0.0,0.0,24.322804177470008,0.0,49.41061961288,49.797919252811056,0.0,-87.2406798025086,0.0,-660.7082721335894,-688.5352190169219,0.0,0.0,-775.8239966972793,0.0,0.0,0.0,0.0,0.0,-0.0016233906836106264,-0.24574063042672312,0.0,0.8351817641568926,0.0,0.0,0.037088785438138094,0.0,-504.82141281603816,-265.2267967704021,-364.000996330284,0.0,0.0,0.0,481.90676447248563,0.0,-985.3383368070903,0.0,-341.08533132747533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.8152739179634,0.0,0.0,0.0,0.0,0.09180837438003209,,2022.9890115038058,,0.09733668960781372,3666.6070885002337,,,,,247.52028201282445,0.222579564110207,-5826.102373313542,3.3179055764125666e-13,-3.711882617726982e-08,25.0,0.00010150897173628983,-2.9782453867794737e-09,-6.84416640010525e-05,0.9120049372302453,332.6244327214018,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;max_negative_polarity;avg_negative_polarity^3;title_subjectivity^3;abs_title_subjectivity^3;norm(kw_avg_max);norm(kw_min_avg);norm(kw_avg_avg)
