,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,meanResiduals,n_variables_used,norm(kw_avg_avg),norm(kw_avg_max),norm(kw_min_avg),rmsle,title_subjectivity^3,variables_used
0,873.246989040263,0.0,0.0,0.0,979.3993676115757,0.0,0.0,26.03623969074083,0.0,37.68871324005117,37.09269644839892,0.0,-58.86728436475131,0.0,-763.8201731550319,-663.3674458334777,0.0,0.0,-782.0523753681595,0.0,0.0,0.0,0.0,0.0,-0.001842868066870321,-0.1867699606715904,0.0,0.7724330968457366,0.0,0.0,0.03989267401070124,0.0,-455.73405539175,-229.63063703371927,-327.27418652295455,0.0,0.0,0.0,538.8706282502882,0.0,-583.9308033570406,0.0,-35.820795221156004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.7551760284532,0.0,0.0,0.0,0.0,0.09063233748886468,,2006.0511474561822,,0.095946392492582,3666.1253902416966,,,,,486.9272424279093,0.3211184715542118,-5125.445843521729,8.026577807408367e-11,6.54185872996965e-08,24.0,0.0,-2.6549456547148386e-09,-5.201762309360085e-05,0.9046686800186254,514.4074495511397,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;max_negative_polarity;avg_negative_polarity^3;title_subjectivity^3;abs_title_subjectivity^3;norm(kw_avg_max);norm(kw_min_avg)
