,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables
10,2548.706706724574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84817506230114,0.0,0.0,0.0,0.0,-685.2677378373229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237382418100833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.5034457657799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.1113507035489,0.010613132787306198,0.08004453601853054,3154.4778879649048,67490149.72445475,0.015565019009592038,8207.503061379819,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
11,2540.546137862942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.90542270145153,0.0,0.0,0.0,0.0,-708.8811594775177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301462106718294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.8163232475945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.9092812402034,0.0,0.0,0.0,0.009877502480924876,0.09140993644220803,3161.5250246496057,67114121.40410416,0.014833070536575997,8184.255691266454,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
12,-90.53872508537378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888.7703722770985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538087472175526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0482903574492,0.0,0.0,0.0,1707.7009832176855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.6345602133388,0.04156388934678388,0.0004659423740703315,3073.9373257552465,65883496.63971289,0.04636086687758072,8108.965557408385,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
13,-65.237193608862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-871.4639575967223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9422154655490396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0012603982025,0.0,0.0,0.0,1755.417810704587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.3320574694782,0.0,0.0,0.0,0.0400529081327569,0.00041532935255894784,3070.6255402446923,65599553.28962174,0.0448574481320926,8091.63074735705,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
14,-383.2116450570532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.459513286749186,0.0,0.0,0.0,0.0,-665.6856113874835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0944767727701687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0770496014019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.2468402040258,0.04088849176503584,0.0010275320525550313,3073.753281378252,65918153.50443178,0.04568884966410983,8111.407617850557,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
15,-316.6313925749591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80872484021046,0.0,0.0,0.0,0.0,-689.2843054914966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0786457746052136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.5187821877007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.1873547687346,0.0,0.0,0.0,0.038055678435458436,0.001216680670781801,3074.910762091025,65707567.22322506,0.04287021457942522,8097.8483009387255,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
16,1722.3996649981596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1069.0753236742253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15487519904195526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.7051171667616,0.0,0.0,0.0,2989.3592536169954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.423754009777,0.03438124721223935,0.002624399737510817,3104.3339219023683,66479748.93764197,0.03921417390286888,8145.975454813739,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
17,1737.883255029453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1053.7795768827336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508656942627393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.2835987345635,0.0,0.0,0.0,2963.7421528575555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.5676688326537,0.0,0.0,0.0,0.03277235191903892,0.002569588451620921,3101.562479283669,66635656.27141751,0.037613331138663435,8155.104946757677,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
18,1888.2301597072974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.50324206525959,0.0,0.0,0.0,0.0,-668.4467322066603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841165456507753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.9833595158556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.5921776375478,0.025717570189943882,0.02705179006944025,3124.600416467852,66746048.06990152,0.03059385862743175,8161.07003780907,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
19,1851.1438439071264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27700647398639,0.0,0.0,0.0,0.0,-692.0941105370172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844711164129912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.8848447674393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.8047655143074,0.0,0.0,0.0,0.02573419951755045,0.027273542990078867,3119.5338000136485,67081220.23912682,0.030610404725170407,8182.545491951426,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
20,2215.9189466956714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1191.1224899349456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380986863344066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.7899664143448,0.0,0.0,0.0,3535.7881742586046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.9044967730206,0.023562536344522083,0.006783329068424251,3128.9289346607343,66458182.21957713,0.028449610737192262,8144.183724063295,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
21,2244.165801352141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200.8600367431384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180118786699945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.5876677399989,0.0,0.0,0.0,3554.807818302853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.8132618830881,0.0,0.0,0.0,0.022168215509425163,0.007638332196845454,3130.6858374871613,66455678.87877426,0.02706226848485356,8144.08461421941,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
22,2523.915096197772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.948182612479954,0.0,0.0,0.0,0.0,-668.9324381950253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312253570881831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.1260954919098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.2228993799426,0.011281673180923829,0.07476218200173697,3157.479432962721,67153487.72710851,0.01623021335519357,8186.29046219769,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
23,2482.432470358224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.00520671938699,0.0,0.0,0.0,0.0,-686.4220056823949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3140275672177688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.5838140739228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.6407400350888,0.0,0.0,0.0,0.010718105509831058,0.08034263263924621,3149.225668936336,67474890.14254318,0.015669466343115255,8205.923271978087,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
24,-9.954600501964316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-349.3033365251997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9554265160231108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.6223675687253,0.0,0.0,0.0,0.0,1268.0791612031924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.9920662823129,0.03776100749078006,0.000994151279603363,3074.0052948751036,65825336.14115608,0.04257701846429979,8105.693968221018,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
25,23.098013206596626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.5566574844848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444502487737222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.3726398365905,0.0,0.0,0.0,0.0,1380.3043123686111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.9471240873767,0.0,0.0,0.0,0.037490199303159936,0.0007812645156999764,3076.8030560183142,66033172.54207645,0.04230756567301413,8117.854225558217,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
26,-224.70458908766503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.249593204792205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-435.3375649953305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0711077233019062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.4674763514964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.2535611532069,0.03818737541177754,0.0007134395901912513,3078.667833752406,65657826.99902883,0.04300125241171874,8095.302515528035,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
27,-200.1525373009921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.13269744094341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422.69724566279183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0627658535807774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.3170365048915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.785638595348,0.0,0.0,0.0,0.03762602821664976,0.0007391805195215063,3077.0392594322225,65961698.08281879,0.04244271476211204,8113.779470115517,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
28,1899.7607506073432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-706.6123145653955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548679261541197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.8310092554506,0.0,0.0,0.0,0.0,2399.397832435635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.6895212695918,0.03129992624244052,0.004156840134410979,3100.502054800308,66755173.81391323,0.03614827495994584,8162.466678878589,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
29,1897.0340904959478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-724.6466116560467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15717373813639152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.7779552462254,0.0,0.0,0.0,0.0,2386.164255488725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.5455198670439,0.0,0.0,0.0,0.03047981799306107,0.002914296046355195,3103.71102617638,66485370.61451966,0.03533227135645926,8146.009548322626,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
30,2132.17495716126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62208614021914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-984.4515350496256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795997282844146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.2727042584563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.9399211711147,0.02632248694650249,0.0209941747988988,3111.7570632259385,66864447.2521871,0.0311957477725962,8168.754174252941,,,,kw_avg_avg;LDA_03;is_weekend;data_channel_is_entertainment;abs_title_sentiment_polarity;self_reference_avg_sharess
