,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,meanResiduals,n_variables_used,norm(kw_avg_avg),norm(kw_avg_max),norm(kw_min_avg),rmsle,title_subjectivity^3,variables_used
0,913.1531925023291,0.0,0.0,0.0,1159.9676414968494,0.0,0.0,27.330012156659592,0.0,38.880792204662626,36.140611545028264,0.0,-91.17601569964117,0.0,-769.1224026667453,-691.5490533845517,0.0,0.0,-780.8052570174204,0.0,0.0,0.0,0.0,0.0,-0.0017568902158393706,-0.24839606576260054,0.0,0.8357500965161275,0.0,0.0,0.03854700186274142,0.0,-371.77073531846054,-183.73698728547814,-310.58192416769623,0.0,0.0,0.0,650.4522221494269,0.0,-864.6820367591839,0.0,-140.54238910870671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.3876910863721,0.0,0.0,0.0,0.0,0.09427685385833418,,2015.070460525926,,0.09934907990198111,3665.9240531025994,,,,,437.3498528458864,0.38143122852930533,-5122.288713277985,1.0735856643207006e-11,-1.6801482635618527e-08,23.0,0.0,-2.534838710432004e-09,0.0,0.9077939213319526,432.0274755639131,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;max_negative_polarity;avg_negative_polarity^3;title_subjectivity^3;abs_title_subjectivity^3;norm(kw_avg_max)
