,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,autocorrelation,heteroscedasticity,meanResiduals,n_variables_used,rmsle,variables_used
0,356.9938288605867,0.0,0.0,0.0,1384.819395946514,0.0,0.0,25.752876586742683,0.0,41.075653672072825,35.09713412140259,0.0,-75.38139625951149,0.0,-769.7038004713542,-654.8891539097087,0.0,0.0,-770.3141263689159,0.0,0.0,0.0,0.0,0.0,-0.0017486547628547803,-0.2189262152018882,0.0,0.8107252095415253,0.0,0.0,0.038795397292985034,0.0,-399.96169375576875,-192.95842035569538,-300.6447159405951,0.0,0.0,0.0,627.3507078515393,0.0,-707.3087882497292,0.0,-136.4176587642091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.8499083152362,0.0,1522.1015895412443,397.78005874640786,0.0,445.32595871857774,0.0,0.09018670360530101,,2012.4937144281566,,0.09506030782265755,3666.950823680195,,,,,0.2731603152806528,8.55105107794449e-11,-4.249096504631588e-08,22.0,0.9069684917218831,n_unique_tokens;num_hrefs;num_imgs;num_videos;num_keywords;data_channel_is_entertainment;data_channel_is_bus;data_channel_is_world;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;weekday_is_tuesday;weekday_is_wednesday;weekday_is_thursday;is_weekend;LDA_01;LDA_03;avg_negative_polarity;max_negative_polarity;title_subjectivity;abs_title_subjectivity
