,const,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,adj_r2,f_pvalue,mae,mse,r2,rmse,otherDescription,trasnformedVariables,uesdComponents,usedVariables,LDA_01^3,LDA_03^3,abs_title_subjectivity^3,autocorrelation,avg_negative_polarity^3,heteroscedasticity,kw_avg_avg^3,kw_avg_max^3,kw_min_avg^3,ln(self_reference_avg_sharess + 1),meanResiduals,n_variables_used,num_imgs^3,rmsle,self_reference_avg_sharess^3,title_subjectivity^3,variables_used
0,135.83451540305873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8222191236889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020905780960857475,-0.20485674712005628,0.0,0.9613433678114081,0.0,0.0,0.041153987273977365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.263165813798,0.0,79.12119615787597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.586947759774463,0.0,0.07856695130481939,,2040.082856377546,,0.08081051850397974,3700.7810181375557,,,,,0.0,0.0,0.0,0.29350976514993554,-5247.735981303779,8.186597998175702e-12,0.0,0.0,0.0,0.0,6.23652601422256e-10,10.0,0.0,0.9251502255704066,0.0,432.465904409565,num_imgs;kw_avg_max;kw_min_avg;kw_avg_avg;self_reference_avg_sharess;LDA_01;LDA_03;abs_title_subjectivity;avg_negative_polarity^3;title_subjectivity^3
